-3.0	0.049787068367863986 0.0 0.0 0.0
-2.9	0.055023220056408216 0.0 0.0 0.0
-2.8	0.060810062625217966 0.0 0.0 0.0
-2.6999999999999997	0.06720551273974981 0.0 0.0 0.0
-2.5999999999999996	0.07427357821433377 0.0 0.0 0.0
-2.4999999999999996	0.08208499862389922 0.0 0.0 0.0
-2.3999999999999995	0.09071795328941282 0.0 0.0 0.0
-2.2999999999999994	0.10025884372280372 0.0 0.0 0.0
-2.1999999999999993	0.11080315836233401 0.0 0.0 0.0
-2.099999999999999	0.12245642825298196 0.0 0.0 0.0
-1.9999999999999991	0.13533528323661284 0.0 0.0 0.0
-1.899999999999999	0.14956861922263517 0.0 0.0 0.0
-1.799999999999999	0.16529888822158667 0.0 0.0 0.0
-1.6999999999999988	0.18268352405273489 0.0 0.0 0.0
-1.5999999999999988	0.2018965179946558 0.0 0.0 0.0
-1.4999999999999987	0.22313016014843007 0.0 0.0 0.0
-1.3999999999999986	0.24659696394160677 0.0 0.0 0.0
-1.2999999999999985	0.2725317930340129 0.0 0.0 0.0
-1.1999999999999984	0.3011942119122025 0.0 0.0 0.0
-1.0999999999999983	0.33287108369808016 0.0 0.0 0.0
-0.9999999999999983	0.367879441171443 0.0 0.0 0.0
-0.8999999999999984	0.4065696597405997 0.0 0.0 0.0
-0.7999999999999984	0.4493289641172223 0.0 0.0 0.0
-0.6999999999999984	0.49658530379141036 0.0 0.0 0.0
-0.5999999999999984	0.5488116360940273 0.0 0.0 0.0
-0.49999999999999845	0.6065306597126343 0.0 0.0 0.0
-0.39999999999999847	0.6703200460356403 0.0 0.0 0.0
-0.2999999999999985	0.7408182206817189 0.0 0.0 0.0
-0.19999999999999848	0.8187307530779829 0.0 0.0 0.0
-0.09999999999999848	0.904837418035961 0.0 0.0 0.0
1.5265566588595902E-15	1.0000000000000016 0.0 0.0 0.0
0.10000000000000153	1.1051709180756488 0.0 0.0 0.0
0.20000000000000154	1.2214027581601714 0.0 0.0 0.0
0.30000000000000154	1.3498588075760052 0.0 0.0 0.0
0.4000000000000016	1.4918246976412726 0.0 0.0 0.0
0.5000000000000016	1.6487212707001302 0.0 0.0 0.0
0.6000000000000015	1.8221188003905116 0.0 0.0 0.0
0.7000000000000015	2.0137527074704793 0.0 0.0 0.0
0.8000000000000015	2.2255409284924714 0.0 0.0 0.0
0.9000000000000015	2.459603111156954 0.0 0.0 0.0
1.0000000000000016	2.7182818284590504 0.0 0.0 0.0
1.1000000000000016	3.0041660239464383 0.0 0.0 0.0
1.2000000000000017	3.3201169227365543 0.0 0.0 0.0
1.3000000000000018	3.6692966676192507 0.0 0.0 0.0
1.400000000000002	4.0551999668446825 0.0 0.0 0.0
1.500000000000002	4.481689070338074 0.0 0.0 0.0
1.600000000000002	4.953032424395125 0.0 0.0 0.0
1.7000000000000022	5.473947391727211 0.0 0.0 0.0
1.8000000000000023	6.049647464412959 0.0 0.0 0.0
1.9000000000000024	6.6858944422792845 0.0 0.0 0.0
2.000000000000002	7.3890560989306655 0.0 0.0 0.0
2.1000000000000023	8.166169912567671 0.0 0.0 0.0
2.2000000000000024	9.025013499434138 0.0 0.0 0.0
2.3000000000000025	9.974182454814743 0.0 0.0 0.0
2.4000000000000026	11.023176380641628 0.0 0.0 0.0
2.5000000000000027	12.182493960703503 0.0 0.0 0.0
2.6000000000000028	13.463738035001727 0.0 0.0 0.0
2.700000000000003	14.879731724872876 0.0 0.0 0.0
2.800000000000003	16.44464677109709 0.0 0.0 0.0
2.900000000000003	18.17414536944312 0.0 0.0 0.0
